Noise Level,Rcorr,dcorr
0.0,-0.9999999999999999,1.0
0.05,-0.9907671799360807,0.9896648111515685
0.1,-0.9618466153855618,0.9632147325175276
0.15000000000000002,-0.8902912188631118,0.8849991018705035
0.2,-0.8216696032511233,0.8145420792710166
0.25,-0.7510197017003087,0.7670056240442404
0.30000000000000004,-0.7437946958303191,0.7415936068169675
0.35000000000000003,-0.7420004859221683,0.7199899646012522
0.4,-0.6838197733381359,0.6961862412429517
0.45,-0.5068787034810533,0.5827846457412672
0.5,-0.5150945916809349,0.5508104641332572
0.55,-0.40665415436319047,0.4419439949087042
0.6000000000000001,-0.4217234666940033,0.4669958849316935
0.65,-0.45534674317381807,0.5086987597616665
0.7000000000000001,-0.28190181857333996,0.3501219587717838
0.75,-0.28197469122030094,0.3697607046953156
0.8,-0.15396255396288658,0.3501113973200512
0.8500000000000001,-0.3977446954907186,0.4025563373187794
0.9,-0.32730447430758536,0.36765771577561834
0.9500000000000001,-0.14993796139404236,0.26979932113618454
1.0,0.012693262039258633,0.35804931371491894
1.05,-0.2498057184510666,0.3679491144578394
1.1,-0.18666062683626353,0.3427738188165236
1.1500000000000001,-0.22805779391725167,0.3423018753066705
1.2000000000000002,-0.3590380913492788,0.3778464467155078
1.25,-0.03659224757389277,0.35089119947178726
1.3,-0.22128901551560864,0.3162093238202771
1.35,-0.2876049975147569,0.32354231937132943
1.4000000000000001,-0.13238442349967502,0.2655351177566755
1.4500000000000002,-0.10351904245626585,0.29017206135011425
1.5,-0.1963651953682372,0.3322567520578301
1.55,-0.25684054939508405,0.35552639074394576
1.6,-0.21922389115259444,0.3263301023808039
1.6500000000000001,-0.16407980029138622,0.2663465159797352
1.7000000000000002,-0.19722161734156213,0.24985902461066786
1.75,-0.23500772714054205,0.32208320425573855
1.8,-0.08885810415026577,0.29017723436557213
1.85,-0.04941399859986348,0.20151686888241624
1.9000000000000001,-0.15739169155641441,0.26849815938076527
1.9500000000000002,-0.2494668357901779,0.31402463590100826
2.0,0.018292067157250236,0.23326690612880585
